Licensee Name,DBA,License #,Street Address,City,Zip,Operation,lat,lng
ERINCARE LLC,THE TREEHOUSE,403-00524,34 Buchanan Street,Colorado Springs,80907,Medical,38.877756,-104.824116
G AND D EQUITY VISION LLC,,403-01496,"3106 North Stone Avenue, Unit A",Colorado Springs,80907,Medical,38.876063,-104.816125
HIGH MOUNTAIN MEDZ LLC,LEVITY WELLNESS,403-00365,3110 North Stone,Colorado Springs,80907,Medical,38.876979,-104.816078
MEDIBIS LLC,,403-01185,3701 North Nevada Avenue,Colorado Springs,80907,Medical,38.885656,-104.818814
MILE HIGH REMEDIES LLC,DOCTOR'S ORDERS,403-00973,2805 North Prospect Street,Colorado Springs,80907,Medical,38.869861,-104.81116
MODERN MEDICINE LLC,ALTITUDE ORGANIC MEDICINE,403-01510,2903 North Prospect Drive,Colorado Springs,80907,Medical,38.872178,-104.811276
NATURES WAY WELLNESS CENTER INC,HIGH COUNTRY HEALING,403-01412,2815 North El Paso Street,Colorado Springs,80907,Medical,38.871421,-104.813206
P2C3 LLC,THE SECRET STASH,403-01300,3286 North El Paso Street,Colorado Springs,80907,Medical,38.879269,-104.812781
PIKES PEAK SALES & SUPPLY LLC,THE CROWN,403-01610,115 East Garden of the Gods Road,Colorado Springs,80907,Medical,38.89682,-104.82405
PND LLC,A CUT ABOVE,403-00529,3435 Fillmore Ridge Heights,Colorado Springs,80907,Medical,38.881309,-104.841114
SOUTHERN COLORADO MEDICAL MARIJUANA LLC,SOCO MMJ LLC,403-00719,3410 North Prospect Street,Colorado Springs,80907,Medical,38.883557,-104.811021
THE GREEN HOUSE INC,,403-01428,3214 North Nevada Avenue,Colorado Springs,80907,Medical,38.877609,-104.818747
THE GREEN HOUSE INC,,403-00079,3228 North Nevada Avenue,Colorado Springs,80907,Medical,38.87786,-104.818723
TINCTUREBELLE LLC,,403-01339,"62 Mount View Lane, Units D&E",Colorado Springs,80907,Medical,38.890554,-104.823439
TRICHOME HEALTH CONSULTANTS,TRICHOME HEALTH CONSULTANTS,403-00344,"3120 Beacon Street, Unit I",Colorado Springs,80907,Medical,38.877113,-104.826939
WELLNESS CENTERS OF COLORADO LLC,A-WELLNESS CENTER,403-00755,2926 Wood Avenue,Colorado Springs,80907,Medical,38.873821,-104.825572
WESTSIDE WELLNESS CENTER LLC,"MAGGIE'S FARM, LLC",403-00358,818 East Filmore Street,Colorado Springs,80907,Medical,38.874079,-104.809303
WHITE MOUNTAIN MEDICINE LLC,LIVWELL,403-01274,3234 North Nevada Avenue,Colorado Springs,80907,Medical,38.877985,-104.818726
ENLIGHTENED CARE PLUS LLC,ENLIGHTENED CARE PLUS LLC,403-01622,1609 South Nevada Avenue,Colorado Springs,80906,Medical,38.810936,-104.822253
HEAVENLY MEDICAL INC,HEAVENLY MEDICAL CAREGIVER,403-01319,2130 Reliable Circle,Colorado Springs,80906,Medical,38.800926,-104.796711
MEDICAL CANNABIS CAREGIVERS INC,MC CAREGIVERS,403-00070,1831 Mount Washington Avenue,Colorado Springs,80906,Medical,38.807762,-104.824714
ARTISTANT DISPENSARY CENTER INC,LIVWELL,403-00319,1414 South Tejon Street,Colorado Springs,80905,Medical,38.813411,-104.824598
BIOMEDS LLC,BIOMEDS,403-01549,2301 Rand Avenue,Colorado Springs,80905,Medical,38.798973,-104.801424
CLINIC 5280,,403-01315,"1629 South Nevada Avenue, Suite 120",Colorado Springs,80905,Medical,38.810081,-104.822248
COMPLIANCE INITIATIVES LLC,STRAWBERRY FIELDS ALTERNATIVE HEALTH AND WELLNESS,403-00250,1440 Pando Avenue,Colorado Springs,80905,Medical,38.797595,-104.800325
GROW LIFE LLC,,403-00204,1516 Dustry Drive,Colorado Springs,80905,Medical,38.798831,-104.800049
MODERN MEDICINE LLC,ALTITUDE ORGANIC MEDICINE,403-01615,2903 North Prospect Street,Colorado Springs,80905,Medical,38.872178,-104.811276
MOUNTAIN MED CLUB LLC,,403-00148,20 South Chestnut Street,Colorado Springs,80905,Medical,38.833497,-104.836016
PURE MEDICAL LLC,,403-00517,2125 Busch Avenue,Colorado Springs,80905,Medical,38.834296,-104.86056
TRICHOME HEALTH CONSULTANTS,TRICHOME HEALTH CONSULTANTS,403-00342,135 East Brookside,Colorado Springs,80905,Medical,38.812581,-104.822983
ADVANCE CURE FOR VERA BESTURA LLC,HERBAN FARMER LLC,403-01195,"2755 Ore Mill Road, Units 13 & 14",Colorado Springs,80904,Medical,38.847617,-104.869276
COMPLIANCE INITIATIVES LLC,STRAWBERRY FIELDS ALTERNATIVE HEALTH AND WELLNESS,403-00248,"2755 Ore Mill Road, Units 17/18",Colorado Springs,80904,Medical,38.847617,-104.869276
CROSSPOINT 3132 LLC,CROSSPOINT MEDICAL CENTER,403-00387,3132 West Colorado Avenue,Colorado Springs,80904,Medical,38.853913,-104.873342
GARDEN OF THE BUDZ LLC,GARDEN OF THE BUDZ,403-01667,3178 West Colorado Avenue,Colorado Springs,80904,Medical,38.855086,-104.87539
GREEN AND HEALTHY WELLNESS LLC,GREEN AND HEALTHY WELLNESS,403-00659,212 South 21st Street,Colorado Springs,80904,Medical,38.842309,-104.857923
LUX INC,THE LUX LEAF,403-01672,2222 West Colorado Avenue,Colorado Springs,80904,Medical,38.845074,-104.859167
THE HERB SHOPPE LLC,THE HERB SHOPPE,403-01132,"3020 West Colorado Avenue, Suite C",Colorado Springs,80904,Medical,38.852458,-104.871163
TRICHOME HEALTH CONSULTANTS,TRICHOME HEALTH CONSULTANTS,403-00347,2117 West Colorado Avenue,Colorado Springs,80904,Medical,38.844039,-104.857514
TRICHOME HEALTH CONSULTANTS,TRICHOME HEALTH CONSULTANTS,403-00341,"2285 Busch Avenue, Unit 2",Colorado Springs,80904,Medical,38.834289,-104.863963
TRICHOME HEALTH CONSULTANTS,TRICHOME HEALTH CONSULTANTS,403-00346,"2295 Busch Avenue, Unit 3",Colorado Springs,80904,Medical,38.83429,-104.863831
COLORADO SPRINGS MEDICAL GROUP LLC,TREE OF WELLNESS II,403-01603,705 North Nevada Avenue,Colorado Springs,80903,Medical,38.844,-104.821063
ENLIGHTENED CARE LLC,HIGH COUNTRY HEALING 4,403-00862,112-114 South Corona Street,Colorado Springs,80903,Medical,38.834303,-104.816208
MARI MEDS INC,,403-00093,222 East Moreno Avenue,Colorado Springs,80903,Medical,38.825388,-104.820963
MARI MEDS INC,MARI MEDS,403-01650,223 East Moreno Avenue,Colorado Springs,80903,Medical,38.825383,-104.820825
NATURAL MYSTIC CANNABIS CAREGIVERS LLC,,403-00043,"416 East Colorado Avenue, Suite 101",Colorado Springs,80903,Medical,38.832318,-104.816923
PAIN MANAGEMENT SOLUTIONS LLC,,403-00164,1022 South Royer Street,Colorado Springs,80903,Medical,38.81934,-104.815402
PURE MEDICAL LLC,,403-00519,398 South Forty Road,Woodland Park,80863,Medical,39.005017,-105.06791
TOTANKA LLC,,403R-00377,8768 County Road 90,Lake George,80827,Retail,38.98774,-105.36916
INDY 2 LLC,INDISPENSARY,403-00810,3721 Wildhorn Road,Florissant,80816,Medical,38.989865,-105.279576
J & J MOUNTAIN MEDICALS LLC,,403-00871,"11505 US Highway 24 West, Unit 16",Divide,80814,Medical,38.956809,-105.183038
EAGLES NEST WELLNESS CENTER,,403-00399,8455 West Highway 24,Cascade,80809,Medical,38.947166,-105.285041
LARSEN GROUP II LLC,,403R-00580,206 Elm Drive,Log Lane Village,80705,Retail,40.269331,-103.829709
NATURES HERBS & WELLNESS CENTER II,,403-01538,17216 North Frontage Road,Log Lane Village,80705,Medical,40.264192,-103.818857
LIVWELL I LLC,LIVWELL,403-00894,"2647 8th Avenue, Unit B",Garden City,80631,Medical,40.393838,-104.691132
NATURES HERBS & WELLNESS CENTER,,403-00085,522 27th Street,Garden City,80631,Medical,40.394557,-104.686005
NATURES HERBS & WELLNESS CENTER,,403R-00066,540 27th Street,Garden City,80631,Retail,40.394558,-104.686495
XG PLATINUM CORPORATION,,403R-00160,2506 6th Avenue,Garden City,80631,Retail,40.396599,-104.687528
ST VRAIN INDUSTRIES LLC,LYONS FIRE,403R-00532,1040 5th Avenue,Lyons,80540,Retail,40.229901,-105.271388
COLORADO HEALING LLC,HEADQUARTERS,403-01515,"5739 Bueno Drive, Suite C-2 & D-2",Fort Collins,80525,Medical,40.506777,-105.075593
COLORADO HEALING LLC,HEADQUARTERS,403-01514,"5739 Bueno Drive, Suites A & B",Fort Collins,80525,Medical,40.506777,-105.075593
KIND CARE OF COLORADO LLC,,403-01294,6617 South College Avenue,Fort Collins,80525,Medical,40.494023,-105.077357
SOLACE MEDS LLC,SOLACE MEDS LLC,403R-00317,"301 Smokey Street, Unit B",Fort Collins,80525,Retail,40.506443,-105.073209
CHOICE ORGANICS INC,,403-00211,"813 Smithfield Drive, Suites A & B",FORT COLLINS,80524,Medical,40.578075,-105.003068
CHOICE ORGANICS INC,,403R-00038,"813 Smithfield Drive, Units C & D",Fort Collins,80524,Retail,40.578075,-105.003068
FLOWER POWER BOTANICALS LLC,,403-00825,1308 - 1310 Duff Drive,Fort Collins,80524,Medical,40.624808,-105.028464
FLOWER POWER BOTANICALS LLC,,403R-00199,1308 -1310 Duff Drive,Fort Collins,80524,Retail,40.590152,-105.052015
GREEN MEADOWS WELLNESS LLC,INFINITE WELLNESS CENTER,403-01291,"1717 Willox Court, Unit B",Fort Collins,80524,Medical,40.611841,-105.078301
JDC LLC,A KIND PLACE,403-01318,938 North College Avenue,Fort Collins,80524,Medical,40.599667,-105.076619
MEDICAL MJ SUPPLY LLC,BEST COLORADO MEDS.ORG,403R-00610,"120 Hemlock Street, Suite 110",Fort Collins,80524,Retail,40.600995,-105.07771
MEDICAL MJ SUPPLY LLC,BEST COLORADO MEDS,403-01424,"120 Hemlock, Units 110 & 120",Fort Collins,80524,Medical,40.624808,-105.028464
MEDICAL MJ SUPPLY LLC,BEST COLORADO MEDS,403-01292,810 North College Avenue,Fort Collins,80524,Medical,40.598144,-105.076643
NATURAL ALTERNATIVES FOR HEALTH LLC,,403-01405,"1420 Blue Spruce Drive, Unit H",Fort Collins,80524,Medical,40.606705,-105.071745
NATURAL ALTERNATIVES FOR HEALTH LLC,NATURAL ALTERNATIVES FOR HEALTH,403R-00568,"1420 Blue Spruce Lane, Unit H",Fort Collins,80524,Retail,40.60646,-105.071748
SOLACE MEDS LLC,,403-01418,1736-1740 Willox Court,Fort Collins,80524,Medical,40.624808,-105.028464
VERTS LLC,VERTICAL,403-01293,"120 West Hemlock Street, Units 130 & 140",Fort Collins,80524,Medical,40.600985,-105.076915
ACES PLACE LLC,,403-01463,"120 Hemlock, Unit 150",Fort Collins,80521,Medical,40.600985,-105.076915
GREEN MEADOWS WELLNESS LLC,INFINITE WELLNESS CENTER,403R-00311,900 North College Avenue,Fort Collins,80521,Retail,40.59891,-105.076623
NATURAL ALTERNATIVES FOR LIFE LLC,GREEN TREE MEDICINALS,403-01331,1090 North 2nd Street,Berthoud,80513,Medical,40.312264,-105.076089
D and C MEDICAL MARIJUANA LLC,GOLDEN LEAF,403R-00225,2052 Snow Bowl Plaza,Steamboat Springs,80487,Retail,40.504284,-106.874395
D and C MEDICAL MARIJUANA LLC,GOLDEN LEAF,403-01426,"2730 Downhill Drive, #103",Steamboat Springs,80487,Medical,40.50836,-106.859376
D and C MEDICAL MARIJUANA LLC,GOLDEN LEAF,403-01453,"2800 Down Hill Plaza, Units 303 & 304",Steamboat Springs,80487,Medical,40.509157,-106.859647
NATURAL CHOICE CO-OP,NATURAL CHOICE,403R-00168,1707 Copper Ridge Spur,Steamboat Springs,80487,Retail,40.512674,-106.852656
NATURAL CHOICE CO-OP,,403-01178,"2835 Downhill Plaza, Unit 603",Steamboat Springs,80487,Medical,40.508928,-106.859446
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,403R-00179,"2005 13th Street, Lower Unit D",Steamboat Springs,80487,Retail,40.493995,-106.856073
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,403-00117,"2005 13th, Lower Unit D",Steamboat Springs,80487,Medical,40.476926,-106.898411
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,403R-00178,"2750 Downhill Plaza, #204",Steamboat Springs,80487,Retail,40.508895,-106.859418
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,403R-00180,"2750 Downhill Plaza, #206",Steamboat Springs,80487,Retail,40.508895,-106.859418
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,403-00120,"2750 Downhill Plaza, Unit 204",Steamboat Springs,80487,Medical,40.508895,-106.859418
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,403-01311,"2750 Downhill Plaza, Unit 206",Steamboat Springs,80487,Medical,40.508895,-106.859418
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,403R-00177,"2835 Downhill Plaza, #601",Steamboat Springs,80487,Retail,40.508928,-106.859446
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,403-00118,"2835 Downhill Plaza, Unit 601",Steamboat Springs,80487,Medical,40.508928,-106.859446
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,403R-00398,"2835 Downhill Plaza, Unit 605",Steamboat Springs,80487,Retail,40.508928,-106.859446
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,403-01480,"2835 Downhill Plaze, Unit 605",Steamboat Springs,80487,Medical,40.476926,-106.898411
ANTS ORGANIC LLC,,403R-00485,231 Arthur Avenue,Oak Creek,80467,Retail,40.274613,-106.961843
CRAIG APOTHECARY,,403-00831,"240 Arthur Avenue, Suite A",Oak Creek,80467,Medical,40.274551,-106.961845
CRESTED BUTTE WELLNESS CENTER LLC,,403R-00302,240 Arthur Avenue,Oak Creek,80467,Retail,40.274551,-106.961845
PARK RANGE RECREATIONALS LLC,,403R-00325,"100 West Main Street, # B",Oak Creek,80467,Retail,40.275995,-106.958557
TONKA CONSTRUCTION LLC,TONKA CONSTRUCTION LLC,403R-00381,224 Arthur Avenue,Oak Creek,80467,Retail,40.273776,-106.961853
APEX INDUSTRIES INC,HARVEST HOUSE,403R-00468,211 Highway 119,Nederland,80466,Retail,39.932554,-105.502075
THE FLOWER COLLECTIVE LTD,,403R-00361,91 Big Springs Drive,Nederland,80466,Retail,39.959547,-105.508247
ELEVATED QUALITY WHOLESALE LLC,,403R-00562,210 East 10th Street,Leadville,80461,Retail,39.252579,-106.290301
JEM DUTCH ACRES LLC,CLOUD CITY COMPASSIONATE CARE,403R-00142,1900 County Road 8,Leadville,80461,Retail,39.261856,-106.288619
JEM DUTCH ACRES LLC,EARL'S,403R-00509,"1940 County Road 8, Unit A",Leadville,80461,Retail,39.24407,-106.307506
RFSCLVG LLC,,403R-00407,145 Front Street,Leadville,80461,Retail,39.242568,-106.293922
SIPES MOUNTAIN TRADERS LLC,NATURE'S SPIRIT,403R-00223,11976 Highway 24 South,Leadville,80461,Retail,39.084293,-105.921491
TWO DOG PRODUCTS LLC,,403R-00341,"615 South Highway 24, Unit D",Leadville,80461,Retail,39.085816,-105.993268
COLORADO BLVD LLC,THE SPRING,403R-00041,"15 Colorado Boulevard, Unit B",Idaho Springs,80452,Retail,39.744565,-105.532799
G SQUARE ENTERPRISES LLC,GRAY WOLF CULTIVATION,403R-00340,8620 Colorado Hwy 103,Idaho Springs,80452,Retail,39.680554,-105.616341
MOUNTAIN MEDICINALS INC,MOUNTAIN MEDICINALS RETAIL CENTER,403R-00211,"1800 Colorado Boulevard, #1",Idaho Springs,80452,Retail,39.742517,-105.513825
MOUNTAIN MEDICINALS INC,MOUNTAIN MEDICINALS WELLNESS CENTER,403-00416,"1800 Colorado Boulevard, Units 4 & 6,",Idaho Springs,80452,Medical,39.742517,-105.513825
PUFF EDIBLES & CONCENTRATES,PUFF EDIBLES & CONCENTRATES,403R-00383,2237 E Idaho Springs Blvd,Idaho Springs,80452,Retail,39.743615,-105.489902
THE KINE MINE LLC,,403R-00151,2058 E Idaho Springs,Idaho Springs,80452,Retail,39.730136,-105.572626
THE KINE MINE LLC,,403R-00256,2820 Colorado Boulevard,Idaho Springs,80452,Retail,39.741703,-105.498255
COLORADO DREAM SUPPLIES LLC,COLORADO DREAM,403R-00386,24040 Highway 9,Hartsel,80449,Retail,39.036976,-105.826104
HOTLEAF LLC,,403R-00567,30390 Colorado State Highway 9,Hartsel,80449,Retail,38.904284,-105.905756
ZBZ CORP,ANTERO JUNCTION,403R-00331,100 West Highway 24,Hartsel,80449,Retail,38.922445,-105.965948
MEDICAL MARIJUANA OF THE ROCKIES LLC,SUMMIT MARIJUANA,403R-00427,1121 Dillon Dam Road,Frisco,80443,Retail,39.592077,-106.095247
DUTCH CALIBER LLC,,403R-00521,136 Kokanee Road,Fairplay,80440,Retail,39.130189,-105.992452
HOLISTICAL LLC,,403R-00390,375 Kokanee Road,Fairplay,80440,Retail,39.129708,-105.98764
HCH3 LLC,THE HIGHWAY,403-00336,1221 County Road 308,Dumont,80436,Medical,39.766525,-105.616949
HCH3 LLC,,403R-00236,1221 County Road 308 B,Dumont,80436,Retail,39.764606,-105.620341
MILAGRO WELLNESS HEALING LLC,MIND BODY SPIRIT 2,403R-00191,811 County Road 308,Downieville,80436,Retail,39.765414,-105.609012
SOFA KING MEDICINAL WELLNESS PRODUCTS LLC,"SOFA KIND MEDICINAL WELLNESS PRODUCTS, LLC",403R-00385,1181 County Road 308,Dumont,80436,Retail,39.766461,-105.616266
SOFA KING MEDICINAL WELLNESS PRODUCTS LLC,,403-00565,1181 CR 308,Dumont,80436,Medical,39.766461,-105.616266
NEW WORLD ALTERNATIVE HEALTHCARE LLC,TELLURIDE BUD COMPANY,403R-00441,400 Indian Lane,Como,80432,Retail,39.182041,-105.759365
ORGANIX LLC,,403R-00083,"1795 Airport Road, A2",Breckenridge,80424,Retail,39.508879,-106.051729
ORGANIX LLC,BRECKENRIDGE ORGANIX,403-00178,"1795 Airport Road, Suite A2",Breckenridge,80424,Medical,39.508879,-106.051729
HIGH COUNTRY FARMS LLC,HIGH COUNTRY FARMS,403R-00460,1860 Copper Spur Road,Bond,80423,Retail,39.914394,-106.683913
ALTERNATIVE HOLISTIC HEALING LLC,ROCKY MOUNTAIN ORGANICS,403R-00200,5312 Hwy 119,Black Hawk,80422,Retail,39.778294,-105.458599
ALTERNATIVE MEDICAL SUPPLIES LLC,,403R-00189,9 Karlann Drive,Black Hawk,80422,Retail,39.865261,-105.466561
CANNA CABANA LLC,,403R-00522,66803 US Highway 285,Bailey,80421,Retail,39.459474,-105.411323
CCC INC,THE HAPPY CAMPER CANNABIS COMPANY,403R-00326,80 Rosalie Rd,Bailey,80421,Retail,39.439844,-105.448757
NATURAL RELEAF LLC,NATURAL RELEAF,403R-00487,62160 Highway 285,Bailey,80421,Retail,39.423117,-105.466502
HCH2 LLC,,403R-00117,40 South Main Street,Alma,80420,Retail,39.760751,-105.683213
HCH2 LLC,,403-00331,44 South Main Street,Alma,80420,Medical,39.760718,-105.683223
SUSTAINABLE HEALTH LLC,14ER GARDENS,403-00685,1840 Commerce Street Units D & E,Boulder,80305,Medical,40.018272,-105.231959
COLORADO HEALING LLC,HEADQUARTERS,403R-00308,"4727 North Broadway, Unit 1",Boulder,80304,Retail,40.041821,-105.281847
HEADQUARTERS EMPORIUM AND DISPENSARY LLC,,403R-00445,1501 Lee Hill Drive #9,Boulder,80304,Retail,40.066556,-105.307123
ITF INC,,403R-00329,"4891 North Broadway, Units 1&2",Boulder,80304,Retail,40.041821,-105.281847
THE DANDELION,THE DANDELION LLC,403-00037,"4727 North Broadway, Unit C",Boulder,80304,Medical,40.041821,-105.281847
AJO HOLDINGS LLC,,403R-00416,"5757 Arapahoe Avenue, Unit C2",Boulder,80303,Retail,40.014707,-105.218806
BOLDER VENTURES LTD,THE PEACEFUL CHOICE,403-01458,"6859 North Foothills Hwy, Units D400 & D500",Boulder,80303,Medical,40.008398,-105.258537
BORIS DYNOWSKI LLC,,403R-00493,"6185 Arapahoe Road, Unit C",Boulder,80303,Retail,40.01473,-105.209231
BOULDER TREATMENTS LLC,ROOT ORGANIC MMC,403-00748,"6390 Gunpark Drive, Unit E",Boulder,80303,Medical,40.070074,-105.204566
CANNXTRACTS LLC,,403-01406,"5595 Arapahoe Avenue, Unit D",Boulder,80303,Medical,40.014705,-105.223472
CANNXTRACTS LLC,,403-01087,"5595 Arapahoe, Unit A",Boulder,80303,Medical,39.990475,-105.217034
HIS WAY HERBS LLC,BOULDER PHARMA,403R-00286,"5575 Arapahoe Avenue, Suite C",Boulder,80303,Retail,40.014706,-105.223501
HIS WAY HERBS LLC,,403-01265,"5575 Arapahoe Avenue, Units B & C",Boulder,80303,Medical,40.014706,-105.223501
HIS WAY HERBS LLC,BOULDER PHARMA,403R-00483,"5595 Arapahoe Avenue, Unit C, D, E",Boulder,80303,Retail,40.014705,-105.223472
HIS WAY HERBS LLC,BOULDER PHARMA,403-01465,"5595 Arapahoe Avenue, Units C, D and E",Boulder,80303,Medical,40.014705,-105.223472
IRIS HOLLOW CO INC,COLORADO SEED INC.,403R-00602,"5735 Arapahoe Avenue, Unit A",Boulder,80303,Retail,40.014707,-105.220074
JTR CAREGIVERS LLC,HELPING HANDS HERBALS,403R-00312,"5735 Arapahoe Avenue, Unit B-1",Boulder,80303,Retail,40.014707,-105.220074
JTR CAREGIVERS LLC,HELPING HANDS HERBALS,403-01436,"5735 Arapahoe Avenue, Unit B1",Boulder,80303,Medical,40.014707,-105.220074
OPTIONS MEDICAL CENTER LLC,ELEMENTS,403R-00257,"1900 55th Street, Unit A-101",Boulder,80303,Retail,40.017745,-105.225364
OPTIONS MEDICAL CENTER WR LLC,OPTIONS,403R-00240,"1880 South Flatirons Court, Units C&D",Boulder,80303,Retail,39.990475,-105.217034
ORGANIC WELLNESS DISPENSARY LLC,GREEN TREE MEDICINALS,403-00708,"5565 Arapahoe Avenue, Suite G",Boulder,80303,Medical,40.014705,-105.223463
THE GREENEST GREEN LLC,BOLDER CANNABIS,403R-00258,"1900 55th Street, Unit B",Boulder,80303,Retail,40.017745,-105.225364
TRILL THERAPEUTICS LLC,TRILL ALTERNATIVES,403-00645,"5589 Arapahoe, Unit 101",Boulder,80303,Medical,40.014705,-105.223449
ANCIENT ALTERNATIVES LLC,GREEN TREE MEDICINALS,403-01685,"6859 North Foothills Highway,Unit D-300",Boulder,80302,Medical,40.10078,-105.28202
CADISA ENTERPRISES,,403R-00577,"6859 North Foothills Highway, Building C, Unit 600",Boulder,80302,Retail,40.10078,-105.28202
KARING KIND LLC,,403R-00232,"5854 Rawhide Court, Suite C",Boulder,80302,Retail,40.080672,-105.281294
KIND ENTERPRISES LLC,,403R-00581,"6859 North Foothills Highway, Bldg C, C-100, C-200, C-300",Boulder,80302,Retail,40.10078,-105.28202
RIFLE MOUNTAIN LLC,,403-01123,"6859 North Foothills, Building F-1",Boulder,80302,Medical,40.036037,-105.349559
TWG LIMITED,LOCOLO LOVE,403R-00499,"6859 North Foothills Highway, Building G",Boulder,80302,Retail,40.10078,-105.28202
ALTERMEDS LLC,STARBUDS,403R-00281,"2510 North 47th Street, Unit E",Boulder,80301,Retail,40.025383,-105.244191
BOOM TOWN LLC,CRESTED BUTTE ALTERNTIVE MEDICINE,403-00781,"5595 Arapahoe Avenue, Suite F",Boulder,80301,Medical,40.014701,-105.223228
BOOM TOWN LLC,CRESTED BUTTE ALTERNATIVE MEDICINE,403R-00475,"5595 Arapahoe Street, Suite F",Boulder,80301,Retail,40.014795,-105.233367
BOULDER ALTERNATIVE CARE LLC,THE GREEN ROOM,403R-00245,"3554 Pearl Street, Unit G",Boulder,80301,Retail,40.024165,-105.247983
BOULDER RX LLC,NATIVE ROOTS BOULDER,403R-00229,"1880 South Flatiron Court, Unit E",Boulder,80301,Retail,40.019219,-105.217837
BOULDER WELLNESS CENTER LLC,,403R-00478,"2200 Central Avenue, Suite A-1",Boulder,80301,Retail,40.022159,-105.218145
BOULDER WELLNESS CENTER LLC,,403-01320,"6880 Winchester Circle, Suite A & B",Boulder,80301,Medical,40.077293,-105.193041
BRECKENRIDGE ORGANIC THERAPY LLC,,403R-00237,"1800 Commerce Street, Unit North A",Boulder,80301,Retail,40.018107,-105.231964
COLORADO HEALING LLC,HEADQUARTERS,403R-00533,4734 Pearl Street,Boulder,80301,Retail,40.025196,-105.243009
DALTON ADVENTURES LLC,,403R-00501,3705 North 75th Street,Boulder,80301,Retail,40.042121,-105.17838
GREEN MEADOWS WELLNESS LLC,INFINITE WELLNESS CENTER,403-01197,2981 Sterling Court,Boulder,80301,Medical,40.028456,-105.240367
HEALTH SERVICES LLC,GREEN DREAM HEALTH SERVICES,403-01414,"4700 Sterling Drive, Unit A",Boulder,80301,Medical,40.02731,-105.24334
HEALTH SERVICES LLC,GREEN DREAM HEALTH SERVICES,403-00570,"4700 Sterling Drive, Unit H",Boulder,80301,Medical,40.02731,-105.24334
ISM LLC,GREEN DOT LABS,403-01322,"2510 North 47th Street, Unit L",Boulder,80301,Medical,40.025383,-105.244191
JTR CAREGIVERS LLC,HELPING HANDS HERBALS,403-00790,"4715 North Broadway, C1, C2, C3 & C8",Boulder,80301,Medical,40.04714,-105.214301
LIGHTSHADE LABS LLC,LIGHTSHADE LABS,403-00897,"4665 Nautilus Court, Suite 400",Boulder,80301,Medical,40.059727,-105.204048
MAGNOLIA ROAD INC,MAGNOLIA ROAD INC,403-01390,"4747 Pearl Street, Unit M1",Boulder,80301,Medical,40.025234,-105.242673
MEDICINE MAN LLC,MEDICINE MAN MEDICAL MARKET,403-00911,"5595 Arapahoe Road, Suite B, G And H",Boulder,80301,Medical,40.014569,-105.224226
MIKE SQUARED LLC,BOULDER MARIJUANA CO.,403R-00239,"2480 49th Street, Unit H",Boulder,80301,Retail,40.022816,-105.238462
MOUNTAIN HIGH PRODUCTS LLC,WANA,403R-00403,"7161 Valtec Court, Unit D&E",Boulder,80301,Retail,40.015876,-105.186401
PANK LLC,PANK,403R-00455,7084 Winchester Circle,Boulder,80301,Retail,40.078833,-105.189988
PIKES PEAK CANNABIS CAREGIVERS LLC,,403-01328,"4747 Pearl Street, Unit M2",Boulder,80301,Medical,40.025234,-105.242673
PURE INDUSTRIES LLC,,403R-00265,"2500 47th Street, Unit 2",Boulder,80301,Retail,40.025999,-105.244203
RMIG LLC,THE BUD DEPOT,403-00298,"4747 Pearl Street, Units V3A & V3C",Boulder,80301,Medical,40.025234,-105.242673
SKINNY PINEAPPLE INC,STERLING SOUTH,403R-00273,"3065 West Sterling Circle, Unit C",Boulder,80301,Retail,40.030527,-105.228192
SKINNY PINEAPPLE INC,STERLING NORTH,403R-00272,"3095 West Sterling Circle, Unit 3",Boulder,80301,Retail,40.030976,-105.228193
SKINNY PINEAPPLE INC,NAUTILUS,403R-00271,"4725 South Nautilus Court, Suite 3",Boulder,80301,Retail,40.060451,-105.205145
SKINNY PINEAPPLE INC,WESTERN,403R-00270,"5441 Western Avenue, Suite 2",Boulder,80301,Retail,40.017758,-105.226754
SOUTHWEST ALTERNATIVE CARE LLC,,403-01001,"6390 Gunpark Drive, Unit A",Boulder,80301,Medical,40.070074,-105.204642
SUSTAINABLE HEALTH LLC,14er GARDENS,403R-00268,"1840 Commerce Street, Units A-B",Boulder,80301,Retail,40.01856,-105.231949
TABLE MESA WELLNESS CENTER LLC,NORTH BOULDER WELLNESS CENTER,403-00571,"7161 Valtec Court, Unit A",Boulder,80301,Medical,40.015876,-105.186401
TENDERFOOT HEALTH COLLECTIVE,,403-01400,"2510 47th Street, #GG",Boulder,80301,Medical,40.025383,-105.244191
TENDERFOOT HEALTH COLLECTIVE,,403R-00423,"2510 47th Street, Suite GG",Boulder,80301,Retail,40.025383,-105.244191
